Name,Type,Location,Ratings,Reviews,Menu_Price,Pax,Rooms,Amenities
The Ananta Banquet,"Banquet Halls, Marriage Garden / Lawns",Delhi NCR ,5.0,2 reviews,"₹1,200per plate",250-600,2,+3 more
"The Grand Dreams, Shivaji Marg (GranDreams)",Banquet Halls,"Najafgarh Road, Delhi NCR ",4.5,2 reviews,"₹1,450per plate",1450-1550,,+2 more
Hotel Parktel,"Banquet Halls, 3 Star Hotels with Banquets","Indirapuram, Delhi NCR ",4.8,2 reviews,₹900per plate,30-200,32,+4 more
Woods Cafe,"Banquet Halls, Marriage Garden / Lawns","East Delhi, Delhi NCR ",4.5,1 review,₹700per plate,30-300,,+2 more
Clarens Hotel - Leisure Valley,"4 Star & Above Wedding Hotels, Banquet Halls","Leisure Valley Sector 29, Delhi NCR ",,2 reviews,"₹1,800per plate",50-150,32,+3 more
Hotel La Wisteria,"Banquet Halls, 3 Star Hotels with Banquets","Dwarka, Delhi NCR ",5.0,1 review,₹700per plate,100-150,20,+3 more
Shagun Garden,"Banquet Halls, Marriage Garden / Lawns",Delhi NCR ,5.0,1 review,₹950per plate,200-1500,,+2 more
Rotary Habitat Centre,"Banquet Halls, Marriage Garden / Lawns","Hauz Khas, Delhi NCR ",5.0,1 review,Price on Request,80-200,,+2 more
Golden Spoon Banquet,Banquet Halls,"Ashok Vihar, Delhi NCR ",5.0,3 reviews,"₹1,400per plate",120-400,,+2 more
Lily White,"Banquet Halls, Marriage Garden / Lawns","Chattarpur, Delhi NCR ",,19 reviews,"₹1,400per plate",150-700,25,+3 more
Wok in the Clouds,"Party Restaurants / Lounge Bars, Small Function / Party Halls","Rajouri Garden, Delhi NCR ",4.8,4 reviews,"₹1,050per plate",50-70,,+2 more
Swagath Restaurant,Small Function / Party Halls,Delhi NCR ,,1 review,₹695per plate,70-150,,+2 more
Eminence Banquet,"Banquet Halls, Venues With Rooms",Delhi NCR ,5.0,1 review,"₹1,200per plate",200-300,1,+3 more
The Grand Aurra,"Banquet Halls, Marriage Garden / Lawns","Faridabad, Delhi NCR ",4.9,14 reviews,"₹1,800per plate",100-1000,28,+5 more
DGM Hall,Banquet Halls,Chennai ,,,Price on Request,300-450,,+1 more
Samaaya Beachside Celebrations,"Banquet Halls, Marriage Garden / Lawns","Vadanemmeli, Chennai ",5.0,2 reviews,Price on Request,80-1000,2,+3 more
Sri Pappammal Thirumana Mahal,"Banquet Halls, Kalyana Mandapams","Pallikaranai, Chennai ",,,₹250per plate,300-450,,+2 more
Sree Sarvah Mahal A/C,Banquet Halls,"Ambattur, Chennai ",,1 review,Price on Request,450-700,,+2 more
S.S.K Thirumana Maaligai,Banquet Halls,Chennai ,,,₹300per plate,210-300,,+3 more
Sri Ammanaa Mahaall,Banquet Halls,"Mogappair, Chennai ",,,₹300per plate,350-700,,+2 more
Pachaiyappa Naickar Mahal,Banquet Halls,"Kolathur, Chennai ",,,Price on Request,150-200,,+2 more
Yamnas Banquet Hall,"Banquet Halls, 3 Star Hotels with Banquets","Parthasarathi, Chennai ",,,₹250per plate,120-200,13,+3 more
Shriraj Mahal,Banquet Halls,"Purasawakkam, Chennai ",,,₹300per plate,630-1050,,+2 more
Anandavalli Party Hall,Banquet Halls,"Madipakkam, Chennai ",,,₹300per plate,210-300,,+2 more
Lakshmi Balaraman Thirumana Koodam,"Banquet Halls, Kalyana Mandapams","Anna Nagar, Chennai ",5.0,1 review,₹300per plate,600-900,,+3 more
Brownstar Boutique Hotel,"Banquet Halls, 3 Star Hotels with Banquets","Kodambakkam, Chennai ",,,₹500per plate,120-200,25,+3 more
Sri SS Lakshmi Palace,Banquet Halls,Chennai ,,,₹800per plate,400-600,,+2 more
Yoga Ramaswamy Nadar Mahal,Banquet Halls,"Pattabiram, Chennai ",,,₹350per plate,500-750,,+2 more
Al Taj Restaurant,Banquet Halls,Chennai ,,,Price on Request,100-200,,+2 more
Thangakili Thirumana Maaligai,Banquet Halls,Chennai ,,,Price on Request,400-600,,+2 more
Sreesai Mahal,Banquet Halls,"Tiruvottiyur, Chennai ",,,"₹50,000per function",300-400,,+3 more
Delhi Dhabha,"Banquet Halls, Marriage Garden / Lawns","Injambakkam, Chennai ",,,₹400per plate,100-200,,+2 more
Madras Gymkhana Club,"Marriage Garden / Lawns, 3 Star Hotels with Banquets","Anna Salai, Chennai ",,,₹395per plate,300-400,14,+3 more
Sri Maharaja Mahal,Banquet Halls,Chennai ,,,Price on Request,275-350,,+1 more
Crowd 63 Restaurant,Marriage Garden / Lawns,"Pimpri Chinchwad, Pune ",,,Price on Request,60-100,,+2 more
"Kakade Palace, Kothrud","Banquet Halls, Venues With Rooms","Karve Nagar, Pune ",,1 review,₹500per plate,800-1200,2,+4 more
The Blue Lake Resort,"Marriage Garden / Lawns, Wedding Farmhouses",Pune ,,,"₹1,00,000per function",600-800,4,+4 more
TeAmo Restaurant & Banquet,Small Function / Party Halls,Pune ,,2 reviews,Price on Request,50-120,,+2 more
Holy Mountain Resort,Wedding Resorts,Pune ,,,₹400per plate,600-2000,35,+4 more
Gulmohor Village Resort & Farms,Marriage Garden / Lawns,Pune ,,,₹450per plate,600-900,,+2 more
Ivy Lawns & Community Centre,Marriage Garden / Lawns,Pune ,,,Price on Request,1500-2000,,+2 more
Pawana Farms,Marriage Garden / Lawns,Pune ,,,"₹1,00,000per function",400-500,,+3 more
Ananda Center Of Experience,"Banquet Halls, Marriage Garden / Lawns",Pune ,,,Price on Request,160-250,,+2 more
Heritage View Resort,Marriage Garden / Lawns,Pune ,,,₹450per plate,380-600,,+2 more
Mango Forest Agro Tourism,"3 Star Hotels with Banquets, Venues With Rooms",Pune ,,,Price on Request,350-500,19,+3 more
Goyal Garden,"Banquet Halls, Marriage Garden / Lawns","Kondhwa, Pune ",,,₹400per plate,400-2250,15,+3 more
Inodaya Retreat,"Marriage Garden / Lawns, Venues With Rooms",Pune ,,,Price on Request,150-250,15,+3 more
Dengale Garden Mangal Karyalya,"Banquet Halls, Marriage Garden / Lawns",Pune ,,,₹800per plate,1350-1800,,+1 more
"Gokul Pure Veg, Katraj","Banquet Halls, Small Function / Party Halls",Pune ,5.0,1 review,₹400per plate,,,+1 more
Shri Krushna Palace Mangal Karyalaya,Banquet Halls,Pune ,,,Price on Request,,,+1 more
Dakkhan Banquet,Banquet Halls,"Narhe, Pune ",,,₹649per plate,200-250,2,+3 more
Pushkaraj Garden,Banquet Halls,"Satara Road, Pune ",,,₹500per plate,250-350,,+2 more
"Picaddle Resort, Lonavala",Wedding Resorts,Pune ,5.0,1 review,₹800per plate,800-900,,+2 more
Grapes Garden Restaurant Alephata,Marriage Garden / Lawns,Pune ,,,Price on Request,300-500,,+2 more
Tayyab Marriage Hall,Marriage Garden / Lawns,Lucknow ,,,₹500per plate,300-500,,+2 more
Raj Palace,Banquet Halls,Lucknow ,,,₹500per plate,150-250,,+2 more
Veena lawn,Marriage Garden / Lawns,Lucknow ,,,₹400per plate,350-550,,+2 more
The Awadh Airport Lucknow,"Banquet Halls, 3 Star Hotels with Banquets","Lalbagh, Lucknow ",,,₹450per plate,250-350,25,+3 more
SR Palace,"Banquet Halls, Convention / Function Halls","Fazullaganj, Lucknow ",,,₹400per plate,300-500,,+2 more
Shaury Estate,Marriage Garden / Lawns,Lucknow ,,,₹700per plate,500-700,,+2 more
K.K.Palace,Marriage Garden / Lawns,"Balaganj, Lucknow ",,,₹500per plate,380-600,,+2 more
The Grand JBR,"4 Star & Above Wedding Hotels, Banquet Halls","Gomti Nagar, Lucknow ",,9 reviews,"₹1,250per plate",,,+2 more
Samriddhi Lawn,Marriage Garden / Lawns,"Aliganj, Lucknow ",,,₹600per plate,900-1500,,+2 more
MK Palace,"Banquet Halls, Convention / Function Halls",Lucknow ,,,"₹45,000per function",400-600,,+3 more
Nattha by Indian Culture,"Banquet Halls, 3 Star Hotels with Banquets","Naka Hindola, Lucknow ",4.7,5 reviews,₹500per plate,60-200,10,+4 more
Global Inn Gold,"Banquet Halls, 3 Star Hotels with Banquets",Lucknow ,,,Price on Request,50-80,25,+3 more
Jagdish Lawn,Marriage Garden / Lawns,Lucknow ,,,₹450per plate,350-550,,+2 more
Shree House Banquet Hall,Banquet Halls,"LDA Colony, Lucknow ",,,₹400per plate,200-300,,+2 more
Hotel Buddha Residency,"Banquet Halls, 3 Star Hotels with Banquets","Alambagh, Lucknow ",,,₹750per plate,100-150,24,+3 more
Monarca Banquet Hall N Lawn,"Banquet Halls, Marriage Garden / Lawns",Lucknow ,,,"₹1,000per plate",500-1000,,+3 more
Hotel Bodhi Inn,"Banquet Halls, 3 Star Hotels with Banquets","Gomti Nagar, Lucknow ",,,Price on Request,60-100,10,+3 more
Hotel Sudha Inn,"Banquet Halls, 3 Star Hotels with Banquets",Lucknow ,,,₹899per plate,350-500,20,+3 more
Shakuntala Marriage Hall,Banquet Halls,Lucknow ,,,₹450per plate,250-350,,+2 more
Prithvi Guest House,"Marriage Garden / Lawns, 3 Star Hotels with Banquets",Lucknow ,4.5,1 review,₹850per plate,400-2000,15,+3 more
Man Mandir Marriage Garden,Marriage Garden / Lawns,"Gandhi Path, Jaipur ",,,₹400per plate,750-1000,,+2 more
Choudhary Kanaram Paradise,Marriage Garden / Lawns,"Mansarovar, Jaipur ",,,₹500per plate,800-1100,,+2 more
Hotel Panchsheel,"Banquet Halls, 3 Star Hotels with Banquets","Queens Road, Jaipur ",,,₹300per plate,120-200,20,+3 more
The Land Sand Hotel,"Banquet Halls, 3 Star Hotels with Banquets",Jaipur ,,,₹750per plate,100-150,24,+4 more
Sarover Marriage Garden,"Banquet Halls, Marriage Garden / Lawns","Jhotwara, Jaipur ",5.0,1 review,₹600per plate,200-1500,,+2 more
Sant Shri Krishna,"Banquet Halls, Marriage Garden / Lawns","Nirman Nagar, Jaipur ",,,₹450per plate,200-500,10,+4 more
Anantam Marriage Garden,"Banquet Halls, Marriage Garden / Lawns","Hasanpura, Jaipur ",,2 reviews,₹600per plate,700-2200,,+2 more
Kanhaiya Lal Halwai,"Banquet Halls, Convention / Function Halls","Sanganer, Jaipur ",,,₹500per plate,400-500,,+3 more
Anand Van,"Banquet Halls, Marriage Garden / Lawns","Kanakpura, Jaipur ",4.5,2 reviews,"₹1,000per plate",350-1800,,+1 more
Leeway Banquet,Banquet Halls,"Sanganer, Jaipur ",,,₹800per plate,120-180,,+2 more
Radha Govind Villas Marriage Garden,"Banquet Halls, Marriage Garden / Lawns","Niwaru Road, Jaipur ",4.5,1 review,₹500per plate,100-1500,,+2 more
Ka10 Square Hotel & Banquets,"Banquet Halls, 3 Star Hotels with Banquets","Jawahar Nagar, Jaipur ",5.0,1 review,₹700per plate,50-150,19,+3 more
Tadka Banquet,Small Function / Party Halls,"Adarsh Nagar, Jaipur ",,,₹600per plate,60-100,,+2 more
Bal Niwas Marriage Garden,Marriage Garden / Lawns,"Civil Lines, Jaipur ",,,₹450per plate,1500-2300,,+2 more
Shahar Palace,"Marriage Garden / Lawns, 3 Star Hotels with Banquets","Civil Lines, Jaipur ",,,Price on Request,100-150,12,+3 more
Abhinandan Garden,"Banquet Halls, Marriage Garden / Lawns",Jaipur ,,1 review,₹400per plate,150-2000,,+2 more
Garden House,Marriage Garden / Lawns,"Sanganer, Jaipur ",,,₹600per plate,300-1000,,+2 more
Hotel Mohan,"Banquet Halls, 3 Star Hotels with Banquets","Sindhi Camp, Jaipur ",,,₹700per plate,50-80,60,+3 more
Hotel Sarvmangla Garden,"Banquet Halls, Marriage Garden / Lawns",Jaipur ,,,₹800per plate,200-1000,20,+3 more
Jaipur Gymkhana Club,"Marriage Garden / Lawns, Wedding Resorts",Jaipur ,,,₹549per plate,300-600,30,+3 more
Natraj Greens,Marriage Garden / Lawns,"Sushant Lok, Delhi NCR ",5.0,1 review,₹850per plate,700-1000,,+2 more
Golden Orchid,Marriage Garden / Lawns,Delhi NCR ,5.0,2 reviews,"₹1,300per plate",1600-2000,,+2 more
Hyatt Regency Delhi,"4 Star & Above Wedding Hotels, Destination Wedding Venues","R K Puram, Delhi NCR ",4.8,13 reviews,"₹3,500per plate",,,+2 more
Courtyard by Marriott Aravali Resort,"Banquet Halls, Marriage Garden / Lawns",Delhi NCR ,5.0,1 review,"₹4,000per plate",100-350,150,+3 more
Radisson Blu-Faridabad,"4 Star & Above Wedding Hotels, Banquet Halls","Sector 12, Delhi NCR ",4.8,8 reviews,"₹2,900per plate",50-450,124,+3 more
Miraya Banquet,"Banquet Halls, Convention / Function Halls","East Delhi, Delhi NCR ",,6 reviews,"₹65,000per function",,,+2 more
Govindam Bhawan,Banquet Halls,"Shahdara, Delhi NCR ",,1 review,₹800per plate,125-350,,+2 more
Uforia,"Party Restaurants / Lounge Bars, Banquet Halls","Leisure Valley Sector 29, Delhi NCR ",5.0,1 review,"₹1,200per plate",200-300,,+2 more
Vivanta Surajkund,"4 Star & Above Wedding Hotels, Banquet Halls","Surajkund, Delhi NCR ",4.8,18 reviews,"₹3,500per plate",80-500,286,+3 more
"The Oberoi, Gurgaon","4 Star & Above Wedding Hotels, Destination Wedding Venues","Udyog Vihar, Delhi NCR ",4.9,9 reviews,"₹3,300per plate",,,+3 more
Marina Dream Banquet,"Banquet Halls, Convention / Function Halls","Wazirpur, Delhi NCR ",,6 reviews,"₹1,000per plate",200-500,,+2 more
Cherish Forever,"Banquet Halls, Convention / Function Halls","Peera Garhi, Delhi NCR ",,5 reviews,"₹1,400per plate",120-550,,+2 more
Square 9 Inn,"3 Star Hotels with Banquets, Venues With Rooms","Sector 14, Delhi NCR ",,6 reviews,₹700per plate,700-800,27,+3 more
Junction 36,"Banquet Halls, Convention / Function Halls","Karol Bagh, Delhi NCR ",,1 review,₹700per plate,500-600,,+2 more
Ashoka Avenue Orchid Palace,"Banquet Halls, Marriage Garden / Lawns",Delhi NCR ,,6 reviews,"₹2,000per plate",50-2000,10,+3 more
Sydney Grand By Pandhi Decorators,"Banquet Halls, Marriage Garden / Lawns",Delhi NCR ,5.0,1 review,"₹1,850per plate",300-2000,25,+3 more
The Retreat Resort,"Marriage Garden / Lawns, 3 Star Hotels with Banquets","Gt Karnal Road, Delhi NCR ",5.0,1 review,₹500per plate,100-600,18,+3 more
Satyam Banquets,"Banquet Halls, Venues With Rooms",Delhi NCR ,5.0,2 reviews,₹900per plate,50-300,13,+3 more
Ashirwad Greens,"Banquet Halls, Marriage Garden / Lawns","Model Town, Delhi NCR ",5.0,1 review,₹800per plate,200-400,,+2 more
Aggarwal Bhawan,Banquet Halls,Delhi NCR ,5.0,2 reviews,₹900per plate,350-450,,+2 more
Maha Periyava Utsav Sthala - MPUS Banquet Hall,"Banquet Halls, Venues With Rooms",Chennai ,,,"₹60,000per function",250-300,4,+4 more
Udayam Mahal,Banquet Halls,"Pammal, Chennai ",,1 review,₹400per plate,400-500,,+2 more
Sri Annai Party Hall,Banquet Halls,"Avadi, Chennai ",,,₹300per plate,300-450,,+2 more
Chellammal Sakthi Thirumana Maaligai,Banquet Halls,"Madipakkam, Chennai ",,,₹300per plate,500-700,,+2 more
PP Residency,"Banquet Halls, 3 Star Hotels with Banquets","ECR East Coast Road, Chennai ",,,Price on Request,400-500,80,+3 more
SRS Kalyana Mandapam,"Banquet Halls, Kalyana Mandapams","Poonamallee, Chennai ",,,₹350per plate,350-500,12,+3 more
La Chocolate,"Party Restaurants / Lounge Bars, Small Function / Party Halls","Egmore, Chennai ",,,₹300per plate,30-50,,+2 more
Shree Hall,"Banquet Halls, Venues With Rooms","Parthasarathi, Chennai ",5.0,1 review,₹500per plate,250-900,10,+3 more
Paati Veedu,"Party Restaurants / Lounge Bars, Banquet Halls","Parthasarathi, Chennai ",,,"₹1,000per plate",100-150,,+2 more
Reva Hall,Banquet Halls,Chennai ,5.0,1 review,"₹27,000per function",200-300,5,+4 more
Food Village Banquet Hall and Lawn,Banquet Halls,"Injambakkam, Chennai ",5.0,1 review,₹350per plate,300-450,,+2 more
The ECR GRAND Residency Injambakkam,"Banquet Halls, 3 Star Hotels with Banquets","Injambakkam, Chennai ",,,Price on Request,250-400,40,+3 more
Vishnu Mahal,Banquet Halls,Chennai ,,,₹500per plate,120-700,2,+4 more
Selvi Marriage Hall,Banquet Halls,"Avadi, Chennai ",,,₹300per plate,300-450,,+2 more
Sree Akshayam Vaibhavam Hall,"Banquet Halls, Small Function / Party Halls","Anna Nagar, Chennai ",5.0,3 reviews,₹250per plate,100-150,,+2 more
Nadhaswaram Function Hall,"Banquet Halls, Convention / Function Halls","Parthasarathi, Chennai ",,1 review,₹300per plate,120-200,,+2 more
Ambassador Pallava Hotel,"4 Star & Above Wedding Hotels, Banquet Halls","Egmore, Chennai ",5.0,2 reviews,₹900per plate,50-650,100,+3 more
Maruvoor Arasi Gardens,Banquet Halls,"Injambakkam, Chennai ",,,₹700per plate,,,+1 more
Hotel Uppu Saaru,Banquet Halls,"Kolathur, Chennai ",,,Price on Request,100-150,,+2 more
Sri Gajalakshmi Kalyana Mandapam,"Banquet Halls, Kalyana Mandapams","Poonamallee, Chennai ",4.8,2 reviews,₹400per plate,1000-1500,,+2 more
Enrise by Sayaji Hotel,"Banquet Halls, Marriage Garden / Lawns","Wakad, Pune ",,,₹799per plate,210-350,29,+3 more
Ecoville- The Farm,"Marriage Garden / Lawns, Small Function / Party Halls",Pune ,,,Rental Only,300-400,,+2 more
Parinay Mangal Karyalaya,"Banquet Halls, Destination Wedding Venues",Pune ,,,₹800per plate,300-400,40,+3 more
E-Square,"Banquet Halls, Marriage Garden / Lawns",Pune ,4.7,6 reviews,₹650per plate,650-750,,+2 more
Hotel Basera,"Banquet Halls, 3 Star Hotels with Banquets","Shukrawar Peth, Pune ",,,₹600per plate,100-200,53,+3 more
Atlantis,Small Function / Party Halls,"Wanowrie, Pune ",5.0,1 review,₹700per plate,80-100,,+3 more
Aamby Valley City,"Banquet Halls, Marriage Garden / Lawns",Pune ,4.6,11 reviews,"₹6,500per plate",,,+2 more
Indraprasth Lawns,Marriage Garden / Lawns,Pune ,,,₹500per plate,1500-2500,,+1 more
Denit Banquet Hall,"Banquet Halls, Small Function / Party Halls","Pimple Saudagar, Pune ",,,₹600per plate,60-100,,+2 more
Basilica Holiday Home,"Banquet Halls, Marriage Garden / Lawns",Pune ,,,₹400per plate,70-1000,45,+3 more
"Hotel Supreme Heritage, Kalyani Nagar","Banquet Halls, Small Function / Party Halls","Kalyani Nagar, Pune ",,,₹550per plate,90-300,42,+3 more
Hotel Shipra Regency,"Banquet Halls, 3 Star Hotels with Banquets","Pimpri, Pune ",,,₹300per plate,250-330,28,+3 more
Sheraton Grand Pune,"4 Star & Above Wedding Hotels, Banquet Halls",Pune ,4.7,9 reviews,"₹2,400per plate",,,+2 more
Prathamesh Resort,"Banquet Halls, Marriage Garden / Lawns",Pune ,5.0,6 reviews,"₹1,20,000per function",150-1000,47,+4 more
Morya Palace - Banquet Hall and Lawns,"Banquet Halls, Marriage Garden / Lawns",Pune ,5.0,3 reviews,₹599per plate,400-3000,19,+3 more
Suchitra Saunskrutik Hall,Banquet Halls,"Pimpri Chinchwad, Pune ",,,"₹60,000per function",120-150,,+3 more
Aaramghar Stays,Marriage Garden / Lawns,Pune ,,,Price on Request,50-55,4,+3 more
"Chandrabhaga Lawns, Pimpri",Marriage Garden / Lawns,"Chinchwad, Pune ",,,₹650per plate,,,+1 more
Glory Celebrations,"Banquet Halls, 3 Star Hotels with Banquets","Pimpri, Pune ",,,₹350per plate,100-250,10,+3 more
Premier Inn,"Banquet Halls, Marriage Garden / Lawns",Pune ,,,₹600per plate,600-750,109,+3 more
Shree House Banquet Hall,Banquet Halls,"LDA Colony, Lucknow ",,,₹400per plate,200-300,,+2 more
Clarinet Lawn,"Banquet Halls, Marriage Garden / Lawns","Gomti Nagar, Lucknow ",,,₹600per plate,60-700,,+2 more
Pukhraj Palace,Banquet Halls,Lucknow ,,,Price on Request,100-150,,+2 more
Lucknow Imperial Garden,Marriage Garden / Lawns,Lucknow ,,,"₹45,000per function",800-1000,,+3 more
Aadya Lawn & Resort,"Banquet Halls, Marriage Garden / Lawns",Lucknow ,,,₹500per plate,200-500,,+2 more
Hotel SS4 Crystals,"Banquet Halls, 3 Star Hotels with Banquets",Lucknow ,,,"₹1,299per plate",60-100,14,+3 more
The Marigold Banquet,Banquet Halls,"LDA Colony, Lucknow ",,,₹600per plate,120-200,,+2 more
Prithvi Guest House,"Marriage Garden / Lawns, 3 Star Hotels with Banquets",Lucknow ,4.5,1 review,₹850per plate,400-2000,15,+3 more
Shri Kuberji Lawn,Marriage Garden / Lawns,"Faizabad Road, Lucknow ",,,₹700per plate,900-1500,,+2 more
Vintage Greens Farm,"Banquet Halls, Marriage Garden / Lawns",Lucknow ,5.0,2 reviews,₹799per plate,500-700,2,+3 more
M B Club,"Banquet Halls, Marriage Garden / Lawns",Lucknow ,4.7,6 reviews,Price on Request,250-1200,,+2 more
Mahdi's Lawn,Marriage Garden / Lawns,Lucknow ,,,"₹45,000per function",250-300,,+3 more
Celebration Palace,"Banquet Halls, Marriage Garden / Lawns",Lucknow ,,,₹600per plate,250-500,,+2 more
Mangalam Banquet Hall,"Banquet Halls, Convention / Function Halls","Alambagh, Lucknow ",5.0,1 review,₹700per plate,250-500,,+2 more
Santorini Resort,"Banquet Halls, Marriage Garden / Lawns",Lucknow ,,1 review,"₹1,050per plate",120-600,42,+3 more
Ishanika Hotel,"Banquet Halls, Marriage Garden / Lawns","Gomti Nagar, Lucknow ",,1 review,₹800per plate,,,+2 more
Hotel Raj Mahal,"Banquet Halls, 3 Star Hotels with Banquets",Lucknow ,4.8,2 reviews,Price on Request,300-450,70,+3 more
Siddharth Palace,"Banquet Halls, Marriage Garden / Lawns",Lucknow ,,,Price on Request,280-700,,+2 more
Saubhagya Marriage Lawn,"Banquet Halls, Marriage Garden / Lawns",Lucknow ,,,"₹20,000per function",150-200,3,+4 more
Rim Jhim Palace,Banquet Halls,Lucknow ,,,₹450per plate,100-150,,+2 more
Babul Paradise Garden,Marriage Garden / Lawns,"Mansarovar, Jaipur ",,,₹400per plate,700-1000,,+2 more
New Ganpati Garden,Marriage Garden / Lawns,"Sanganer, Jaipur ",,,₹450per plate,400-600,,+2 more
Hotel The Livin,"Banquet Halls, 3 Star Hotels with Banquets","Shastri Nagar, Jaipur ",,,Price on Request,80-125,22,+3 more
Jewels Banquets & Resorts,"Banquet Halls, Marriage Garden / Lawns",Jaipur ,,7 reviews,"₹2,000per plate",150-1000,40,+3 more
The Golden Days Club Resort & Spa,Wedding Farmhouses,Jaipur ,5.0,4 reviews,₹550per plate,110-500,68,+5 more
Hotel Jaipur Pride,"Banquet Halls, 3 Star Hotels with Banquets","Nirman Nagar, Jaipur ",,,₹400per plate,50-100,14,+3 more
